step,loss,relative_cd,relative_rcs,cd,rcs,area,chord,grad_norm,settle_steps,settled,settle_drag_change,settle_velocity_change,max_mach,mass_error,wall_seconds
12,1.4723243713378906,1.4720274209976196,1.2547998428344727,22.887174606323242,0.0004239404806867242,0.20500001311302185,0.69977867603302,1.093420386314392,700,True,5.9167417930439115e-05,7.37407390261069e-05,0.4622687101364136,0.04118865728378296,3.3967766150000216
13,1.4700709581375122,1.4697390794754028,1.254616141319275,22.85159683227539,0.00042387843132019043,0.20499999821186066,0.6997002959251404,1.0926281213760376,700,True,5.458550731418654e-05,7.199321407824755e-05,0.4624238908290863,0.04118579626083374,3.409033695000062
14,1.4677734375,1.467408537864685,1.254852294921875,22.81536102294922,0.00042395820491947234,0.20500001311302185,0.6996520757675171,1.0916423797607422,700,True,5.241506005404517e-05,7.020327757345513e-05,0.4625312089920044,0.04118376970291138,3.4173663179999494
15,1.4653986692428589,1.4650031328201294,1.2550486326217651,22.77796173095703,0.00042402453254908323,0.20500001311302185,0.6996474862098694,1.089061975479126,700,True,5.1077728130621836e-05,6.900183507241309e-05,0.4625783860683441,0.04118317365646362,3.6425616719999425
16,1.4629377126693726,1.4625142812728882,1.255332589149475,22.73926544189453,0.0004241204878780991,0.20500002801418304,0.6996840238571167,1.0851341485977173,700,True,4.973878094460815e-05,6.827894685557112e-05,0.46254992485046387,0.04118376970291138,3.45253336199994
17,1.4604175090789795,1.459969162940979,1.255635142326355,22.69969367980957,0.00042422270053066313,0.20500001311302185,0.6997467279434204,1.0810739994049072,700,True,5.024562415201217e-05,6.80169541737996e-05,0.46242445707321167,0.04118490219116211,3.479466384000034
18,1.457871675491333,1.4574013948440552,1.2560001611709595,22.65976905822754,0.0004243460134603083,0.20499998331069946,0.6998144388198853,1.0778861045837402,700,True,4.9660844524623826e-05,6.747715087840334e-05,0.4621867537498474,0.041185855865478516,3.548992644000009
19,1.4553327560424805,1.4548437595367432,1.2564241886138916,22.62000274658203,0.0004244892916176468,0.20499995350837708,0.6998653411865234,1.0757372379302979,700,True,4.747153798234649e-05,6.633238081121817e-05,0.46183377504348755,0.04118627309799194,3.5737547170000425
20,1.452822208404541,1.4523173570632935,1.2568137645721436,22.58072280883789,0.0004246209282428026,0.20499996840953827,0.6998834609985352,1.0740537643432617,700,True,4.518909190664999e-05,6.50771107757464e-05,0.4613710045814514,0.04118555784225464,3.492611068999963
21,1.4503448009490967,1.4498268365859985,1.257155418395996,22.54199981689453,0.000424736354034394,0.20499998331069946,0.6998635530471802,1.0720607042312622,700,True,4.078233178006485e-05,6.423687591450289e-05,0.46081507205963135,0.041184067726135254,3.5161019219999616
22,1.447892427444458,1.4473634958267212,1.2573603391647339,22.503698348999023,0.00042480556294322014,0.20499998331069946,0.6998118758201599,1.069224238395691,700,True,3.703776019392535e-05,6.38927158433944e-05,0.46018561720848083,0.04118168354034424,3.5045059300000503
23,1.445450782775879,1.4449129104614258,1.2578641176223755,22.46559715270996,0.0004249757621437311,0.20499999821186066,0.699743926525116,1.0653302669525146,700,True,3.378950714250095e-05,6.376371311489493e-05,0.45958492159843445,0.04117918014526367,3.627665255000011
24,1.4429970979690552,1.4424517154693604,1.258298397064209,22.427330017089844,0.00042512250365689397,0.20499999821186066,0.6996810436248779,1.0602680444717407,700,True,3.0870640330249444e-05,6.338507228065282e-05,0.4590238332748413,0.04117709398269653,3.4516902709999613
25,1.4405022859573364,1.4399501085281372,1.258817195892334,22.38843536376953,0.0004252977669239044,0.20499998331069946,0.6996446251869202,1.0537632703781128,700,True,2.9220438591437414e-05,6.276000931393355e-05,0.4584352672100067,0.041176021099090576,3.4185315150000406
26,1.4379509687423706,1.4373924732208252,1.2592217922210693,22.348669052124023,0.0004254344676155597,0.20500001311302185,0.6996476650238037,1.0455931425094604,700,True,2.7053536541643552e-05,6.25537577434443e-05,0.45783668756484985,0.04117661714553833,3.4041968610000595
27,1.4353491067886353,1.434783935546875,1.2596893310546875,22.3081111907959,0.00042559244320727885,0.20500001311302185,0.6996896266937256,1.0361255407333374,700,True,2.5820263545028865e-05,6.270648736972362e-05,0.45724549889564514,0.04117894172668457,3.5721757730000263
28,1.4327324628829956,1.432159662246704,1.2600774765014648,22.267309188842773,0.00042572355596348643,0.20500002801418304,0.69975745677948,1.0262997150421143,700,True,2.5439310775254853e-05,6.305930583039299e-05,0.4566790759563446,0.04118269681930542,3.4844628440000633
29,1.4301468133926392,1.4295650720596313,1.2607959508895874,22.22696876525879,0.00042596631101332605,0.20499998331069946,0.699830949306488,1.016837239265442,700,True,2.2053098291507922e-05,6.31454968242906e-05,0.45615026354789734,0.0411871075630188,3.496657271999993
30,1.4276233911514282,1.4270309209823608,1.2614656686782837,22.18756675720215,0.00042619259329512715,0.20499998331069946,0.6998905539512634,1.0077728033065796,700,True,1.9341450752108358e-05,6.299300730461255e-05,0.4561414122581482,0.04119151830673218,3.465739204999977
31,1.425177812576294,1.424572229385376,1.2622069120407104,22.14933967590332,0.0004264430026523769,0.20500001311302185,0.699924886226654,0.9988706707954407,700,True,1.7222049791598693e-05,6.286220013862476e-05,0.4565112590789795,0.04119575023651123,3.5423059350000585
32,1.42279052734375,1.4221690893173218,1.2628439664840698,22.111974716186523,0.00042665822547860444,0.20499999821186066,0.699934720993042,0.990297257900238,700,True,1.4318457033368759e-05,6.332554039545357e-05,0.4570011794567108,0.04119926691055298,3.4525590519999696
33,1.420422911643982,1.4197824001312256,1.2634934186935425,22.074867248535156,0.0004268776683602482,0.20499998331069946,0.6999314427375793,0.982540488243103,700,True,1.4342504982778337e-05,6.412585935322568e-05,0.45745232701301575,0.041202545166015625,3.469250085999988
34,1.418026328086853,1.4173632860183716,1.2641162872314453,22.037254333496094,0.00042708811815828085,0.20499998331069946,0.6999312043190002,0.9757982492446899,700,True,1.4107349670666736e-05,6.544683856191114e-05,0.4578770697116852,0.041205525398254395,3.429292092999958
35,1.415560245513916,1.4148706197738647,1.2648762464523315,21.998497009277344,0.00042734487215057015,0.20499998331069946,0.6999469995498657,0.9697498679161072,700,True,1.5779532986925915e-05,6.70877197990194e-05,0.4582814574241638,0.04120880365371704,3.550768519000144
36,1.4130083322525024,1.4122880697250366,1.265708565711975,21.958343505859375,0.00042762604425661266,0.20499996840953827,0.6999828219413757,0.9641321301460266,700,True,1.8414195437799208e-05,6.900119478814304e-05,0.4586636424064636,0.04121232032775879,3.515321993000043
37,1.4103896617889404,1.4096345901489258,1.26654851436615,21.91708755493164,0.00042790983570739627,0.20499999821186066,0.7000322341918945,0.9591999053955078,700,True,1.9841261746478267e-05,7.099891809048131e-05,0.45903462171554565,0.04121583700180054,3.4678701020000062
38,1.407731056213379,1.4069368839263916,1.267341136932373,21.87514305114746,0.00042817764915525913,0.20499998331069946,0.700082004070282,0.9554449915885925,700,True,2.1710326109314337e-05,7.241313869599253e-05,0.4594748318195343,0.041219234466552734,3.450782168999922
39,1.4050508737564087,1.4042131900787354,1.268327236175537,21.832796096801758,0.00042851080070249736,0.20499998331069946,0.7001181244850159,0.9530295729637146,700,True,2.384905565122608e-05,7.290223584277555e-05,0.4598568081855774,0.0412217378616333,3.5880786909999642
40,1.402347445487976,1.4014619588851929,1.2691714763641357,21.790019989013672,0.00042879601824097335,0.20500001311302185,0.700132429599762,0.9516312479972839,700,True,2.494622276572045e-05,7.312594243558124e-05,0.46018102765083313,0.04122316837310791,3.4985020449998956
41,1.3996031284332275,1.3986653089523315,1.2701575756072998,21.746536254882812,0.00042912919889204204,0.20500001311302185,0.7001259326934814,0.9507423043251038,700,True,2.5171531888190657e-05,7.345087215071544e-05,0.46045172214508057,0.04122382402420044,3.454293835000044
42,1.3967928886413574,1.395797848701477,1.2712528705596924,21.701953887939453,0.00042949922499246895,0.20499999821186066,0.7001076936721802,0.950045108795166,700,True,2.487170604581479e-05,7.393093983409926e-05,0.46067512035369873,0.041223764419555664,3.4453923169999143
43,1.3938941955566406,1.3928371667861938,1.272283673286438,21.655920028686523,0.0004298475105315447,0.20499998331069946,0.7000905275344849,0.9495682120323181,700,True,2.6774116122396663e-05,7.503600500058383e-05,0.46085357666015625,0.04122340679168701,3.569747389999975
44,1.390889048576355,1.3897649049758911,1.2735692262649536,21.608152389526367,0.0004302818269934505,0.20500001311302185,0.7000851631164551,0.9496132135391235,700,True,2.74512312898878e-05,7.644433935638517e-05,0.46098509430885315,0.041223108768463135,3.483734750999929
45,1.3877625465393066,1.386566162109375,1.2747939825057983,21.55841827392578,0.00043069562525488436,0.20499999821186066,0.700094997882843,0.9504730701446533,700,True,2.9726381399086677e-05,7.787805225234479e-05,0.46106716990470886,0.04122287034988403,3.5055930920000264
46,1.3845165967941284,1.3832427263259888,1.276124358177185,21.506746292114258,0.00043114510481245816,0.20500001311302185,0.7001152038574219,0.9520050287246704,700,True,3.1837560527492315e-05,7.919200288597494e-05,0.461102694272995,0.04122281074523926,3.443398352000031
47,1.3811635971069336,1.379806637763977,1.2775450944900513,21.45332145690918,0.0004316250851843506,0.20499998331069946,0.7001352310180664,0.9533410668373108,700,True,3.129454125883058e-05,7.990610174601898e-05,0.4610970616340637,0.04122269153594971,3.572729318000029
48,1.3777353763580322,1.37628972530365,1.278918743133545,21.398639678955078,0.0004320891748648137,0.20500001311302185,0.70014488697052,0.9533244967460632,700,True,3.182019281666726e-05,8.01119749667123e-05,0.46105989813804626,0.04122251272201538,3.413285225999971
49,1.374261736869812,1.372721791267395,1.2804789543151855,21.343164443969727,0.0004326163325458765,0.20500001311302185,0.700139045715332,0.9515571594238281,700,True,3.020495205419138e-05,8.023603731999174e-05,0.46100249886512756,0.04122239351272583,3.440775217999999
50,1.3707560300827026,1.369116187095642,1.2821255922317505,21.287105560302734,0.00043317265226505697,0.20500001311302185,0.7001203894615173,0.9490882754325867,700,True,2.8671656764345244e-05,8.04404480732046e-05,0.4609310030937195,0.04122239351272583,3.435584953999978
51,1.36719810962677,1.3654528856277466,1.2838730812072754,21.230148315429688,0.00043376305256970227,0.20499998331069946,0.700097382068634,0.9474549293518066,700,True,2.6861926016863436e-05,8.093639917206019e-05,0.46084868907928467,0.04122275114059448,3.547942472999921
52,1.3635393381118774,1.3616832494735718,1.2856522798538208,21.171537399291992,0.00043436416308395565,0.20499998331069946,0.7000797986984253,0.9468700289726257,700,True,2.4593984562670812e-05,8.171044464688748e-05,0.46075597405433655,0.04122364521026611,3.4887408290001076
53,1.3597527742385864,1.3577805757522583,1.2874085903167725,21.110858917236328,0.00043495753197930753,0.20499998331069946,0.7000743746757507,0.9464708566665649,700,True,2.3580518245580606e-05,8.293676364701241e-05,0.4606572091579437,0.041225433349609375,3.5196487549999347
54,1.3558292388916016,1.3537355661392212,1.2892485857009888,21.04796600341797,0.00043557918979786336,0.20500001311302185,0.7000830173492432,0.9465399384498596,700,True,2.0660620066337287e-05,8.439253724645823e-05,0.4605760872364044,0.041228294372558594,3.4634022179998283
55,1.3517614603042603,1.3495408296585083,1.2913941144943237,20.982746124267578,0.0004363040497992188,0.20499998331069946,0.7001026272773743,0.9489333629608154,700,True,1.745251393003855e-05,8.567603799747303e-05,0.46056410670280457,0.04123193025588989,3.521432408999999
56,1.3474982976913452,1.3451452255249023,1.2933199405670166,20.914403915405273,0.0004369546950329095,0.20499998331069946,0.7001268863677979,0.954890251159668,700,True,1.4682458640891127e-05,8.676372090121731e-05,0.4605644643306732,0.04123640060424805,3.420547969999916
57,1.3429807424545288,1.3404890298843384,1.2955713272094727,20.842008590698242,0.0004377153527457267,0.20499999821186066,0.7001490592956543,0.963350236415863,700,True,9.425743883184623e-06,8.76499034347944e-05,0.460584431886673,0.04124152660369873,3.4142399179997938
58,1.3381714820861816,1.3355340957641602,1.297655701637268,20.764968872070312,0.0004384195781312883,0.20500001311302185,0.7001646757125854,0.9718301296234131,700,True,3.674060053526773e-06,8.913144120015204e-05,0.4606325328350067,0.04124712944030762,3.5164342919999854
59,1.3330745697021484,1.3302839994430542,1.2997522354125977,20.683340072631836,0.0004391278780531138,0.20500001311302185,0.7001729011535645,0.9783198237419128,700,True,8.299243177134485e-07,9.146220691036433e-05,0.4607143700122833,0.041253864765167236,3.6696111210001163
60,1.3277181386947632,1.324765920639038,1.3020153045654297,20.597543716430664,0.0004398924938868731,0.20499998331069946,0.7001754641532898,0.9822213649749756,700,True,4.1668909034342505e-06,9.460004366701469e-05,0.4613613486289978,0.04126179218292236,3.5269918730000427
61,1.3221443891525269,1.3190221786499023,1.3044086694717407,20.50823974609375,0.00044070108560845256,0.20500001311302185,0.7001739144325256,0.9831876754760742,700,True,7.812048352207057e-06,9.83582649496384e-05,0.4622710347175598,0.04127103090286255,3.440411714999982
62,1.316428542137146,1.3131277561187744,1.3067911863327026,20.416593551635742,0.0004415060393512249,0.20499999821186066,0.7001676559448242,0.9793593287467957,700,True,9.71545887296088e-06,0.00010223386198049411,0.4631826877593994,0.041281700134277344,3.558434997999939
63,1.3107032775878906,1.307215929031372,1.309502363204956,20.324676513671875,0.0004424220242071897,0.20499998331069946,0.7001545429229736,0.9700145125389099,800,True,3.772514537558891e-05,2.7847867386299185e-05,0.46407440304756165,0.04129326343536377,3.7266372779999983
64,1.3051007986068726,1.3014202117919922,1.3121403455734253,20.23456382751465,0.00044331327080726624,0.20500002801418304,0.7001324892044067,0.9586057662963867,800,True,3.214338721591048e-05,2.8721280614263378e-05,0.464919775724411,0.041306495666503906,3.7499794849998125
65,1.2996771335601807,1.2957979440689087,1.3147727251052856,20.14714813232422,0.0004442026256583631,0.20499999821186066,0.7001005411148071,0.9491478204727173,800,True,3.247215136070736e-05,2.8784788810298778e-05,0.465729683637619,0.04131990671157837,3.7645618199999262
66,1.2944164276123047,1.2903348207473755,1.3173648118972778,20.06220817565918,0.0004450783890206367,0.20500001311302185,0.7000594735145569,0.943028450012207,800,True,3.346531593706459e-05,2.879395105992444e-05,0.4665217101573944,0.041332900524139404,3.8003946359999645
