time,base_mean_relative_l2,base_q10,base_q90,lora_mean_relative_l2,lora_q10,lora_q90
4.207436399217220568e+00,4.583925606840442979e-02,3.763616433261018912e-02,5.761374080375052109e-02,1.829420182747986193e-02,1.442924312601496714e-02,2.320065187665737785e-02
4.305283757338552064e+00,4.672857923337497832e-02,3.837307720302891162e-02,5.883944122546280742e-02,1.868596989161847716e-02,1.469773721016202211e-02,2.365522746822344355e-02
4.403131115459882672e+00,4.761958235852666033e-02,3.910747828943599708e-02,6.006986245010659947e-02,1.907907258720364582e-02,1.496606580335258299e-02,2.409493322960652023e-02
4.500978473581213279e+00,4.851277029827557458e-02,3.983812837927128842e-02,6.130578477895635287e-02,1.947338124823558281e-02,1.523449217423148219e-02,2.451965605586577460e-02
4.598825831702543887e+00,4.940859724838005812e-02,4.056392783108227207e-02,6.254827278920729872e-02,1.986876819048370713e-02,1.550331074520186654e-02,2.492945693533995047e-02
4.696673189823874495e+00,5.030742071693306006e-02,4.128394737650113722e-02,6.379865048722986598e-02,2.026509817412055006e-02,1.577284250979931954e-02,2.532461363165410331e-02
4.794520547945205102e+00,5.120944862909028450e-02,4.199745293516144590e-02,6.505846299879800010e-02,2.066221552117090618e-02,1.604342956651589464e-02,2.570566041125479581e-02
4.892367906066535710e+00,5.211468180218668811e-02,4.270392420224216473e-02,6.632942342542690051e-02,2.105992784810912372e-02,1.631542891936421658e-02,2.607341954722289593e-02
4.990215264187866318e+00,5.302285531323487622e-02,4.340306666754086690e-02,6.761334364857529700e-02,2.145798811080615667e-02,1.658920579602450943e-02,2.642901979950449190e-02
5.088062622309196925e+00,5.393338306780302849e-02,4.409481666715526355e-02,6.891204853487988002e-02,2.185607730655232672e-02,1.686512681582278891e-02,2.677389795167679429e-02
5.185909980430528421e+00,5.484531020407098362e-02,4.477933911172068265e-02,7.022727428432459784e-02,2.225379062869637867e-02,1.714355338676222529e-02,2.710978074880879968e-02
5.283757338551859029e+00,5.575727807599238639e-02,4.545701771301746685e-02,7.156055358361113061e-02,2.265063002152752428e-02,1.742483571380154528e-02,2.774155384394225848e-02
5.381604696673189636e+00,5.666750678585095319e-02,4.612843784915911932e-02,7.291309265379114501e-02,2.304600586194761186e-02,1.770930775794312545e-02,2.856902798428822068e-02
5.479452054794520244e+00,5.757380080144158807e-02,4.679436264188011063e-02,7.428564790617002422e-02,2.343924986502831861e-02,1.799728340405837984e-02,2.941886913581709395e-02
5.577299412915850851e+00,5.847358403171802610e-02,4.745570331321222884e-02,7.567841225094720792e-02,2.382964027638980603e-02,1.828905398765318449e-02,3.029002986714773166e-02
5.675146771037181459e+00,5.936397140858631211e-02,4.811348536812602023e-02,7.709092253026987585e-02,2.421643901460644038e-02,1.858488721297163471e-02,3.118058476910242835e-02
5.772994129158512067e+00,6.024188377228195668e-02,4.876881253294185897e-02,7.852199949004820545e-02,2.459893874203910105e-02,1.888502738253037411e-02,3.208755424366643155e-02
5.870841487279843562e+00,6.110421079514131298e-02,4.942283059531207834e-02,7.996972979701003070e-02,2.497651601438320018e-02,1.918969676372982505e-02,3.300673472737514907e-02
5.968688845401174170e+00,6.194802208041377822e-02,5.007669329561165866e-02,8.143149586496395420e-02,2.534868491567572948e-02,1.949909784932659512e-02,3.393254727295720585e-02
6.066536203522504778e+00,6.277081921967739286e-02,5.073153220366275612e-02,8.290405414483308089e-02,2.571514425041679375e-02,1.981341622828511340e-02,3.485792069655342662e-02
6.164383561643835385e+00,6.357081207702205972e-02,5.138843210901339331e-02,8.438365690193606883e-02,2.607581083368765151e-02,2.013282377104012866e-02,3.577423007705857888e-02
6.262230919765165993e+00,6.434719247237580264e-02,5.204841291772301093e-02,8.586620736686827182e-02,2.643083209695883812e-02,2.045748184511409981e-02,3.667131570928273271e-02
6.360078277886496601e+00,6.510037024980869225e-02,5.271241845925603298e-02,8.734743442019983484e-02,2.678057342665031773e-02,2.078754430854149252e-02,3.753761080884490675e-02
6.457925636007827208e+00,6.583213337642919438e-02,5.338131203768306521e-02,8.882307124296937029e-02,2.712557948862755891e-02,2.112316007422539166e-02,3.836040715987926175e-02
6.555772994129157816e+00,6.654569774306733076e-02,5.405587807081021351e-02,9.028902277729029813e-02,2.746651405144476255e-02,2.102080314994152557e-02,3.912628500525250352e-02
6.653620352250488423e+00,6.724562473611314650e-02,5.473682878535041790e-02,9.174150912128835322e-02,2.780408881322597031e-02,2.083116729681927168e-02,3.982172517072445073e-02
6.751467710371819919e+00,6.793760401042343855e-02,5.542481468876360451e-02,9.317717557829924280e-02,2.813899714410681915e-02,2.067359986142189646e-02,4.043390621383142342e-02
6.849315068493150527e+00,6.862812122920404490e-02,5.612043741298718136e-02,9.459316433757265774e-02,2.847187152979297961e-02,2.056243768823158569e-02,4.095166646447542108e-02
6.947162426614481134e+00,6.932405024991269982e-02,5.682426350387531633e-02,9.598714707414859881e-02,2.880328167415897173e-02,2.050856719061333600e-02,4.136658061847901802e-02
7.045009784735811742e+00,7.003222104740530751e-02,5.718364087891956299e-02,9.735732163844949827e-02,2.913378230982297673e-02,2.051882461680600706e-02,4.167406541010811732e-02
7.142857142857142350e+00,7.075901569152218129e-02,5.733710266843972114e-02,9.870237912487951626e-02,2.946400646578352725e-02,2.059592062088469455e-02,4.187439352913692459e-02
7.240704500978472957e+00,7.151003554174703569e-02,5.751797097055212638e-02,1.000214497481278636e-01,2.979478462824141499e-02,2.073885637504107107e-02,4.197346641878585416e-02
7.338551859099803565e+00,7.228986705744328001e-02,5.774077683304166403e-02,1.013140369957592907e-01,3.012725803710418135e-02,2.094370038318895885e-02,4.198318367187875433e-02
7.436399217221135061e+00,7.310195599857863269e-02,5.801734463016139376e-02,1.025799494342718166e-01,3.046294992652336456e-02,2.120454239885681200e-02,4.192125860602658599e-02
7.534246575342465668e+00,7.394858432394876835e-02,5.835617944581938943e-02,1.038192383951444253e-01,3.080376388823902883e-02,2.151444436704367386e-02,4.181037379483677763e-02
7.632093933463796276e+00,7.483093303741231161e-02,5.876222442950770897e-02,1.050321477532751430e-01,3.115189257245744997e-02,2.186625492809091478e-02,4.167665007623747031e-02
7.729941291585126883e+00,7.574920814854724238e-02,5.923697300879457450e-02,1.062190794510377706e-01,3.150963923118715176e-02,2.225321791126523563e-02,4.154751330704568868e-02
7.827788649706457491e+00,7.670280530009283837e-02,5.977886765722441320e-02,1.073805757189062737e-01,3.187917475379480059e-02,2.266936287331547395e-02,4.144916897654982169e-02
7.925636007827788099e+00,7.769049049286395892e-02,6.038388607883297954e-02,1.085173165091793956e-01,3.226226923828091897e-02,2.310970444720558334e-02,4.140400678556436370e-02
8.023483365949118706e+00,7.871057856670531094e-02,6.104621020294266620e-02,1.096301288258192536e-01,3.266004546119918167e-02,2.357029541920689988e-02,4.142831772121167988e-02
8.121330724070450202e+00,7.976109650268563278e-02,6.175888869685863120e-02,1.107200035878599664e-01,3.307279879633142489e-02,2.404818092288954837e-02,4.153068198835729863e-02
8.219178082191779922e+00,8.083992411947002465e-02,6.251443090158700921e-02,1.117881154221745110e-01,3.349991402641878252e-02,2.454129457043333767e-02,4.171126867305272046e-02
8.317025440313111417e+00,8.194490950238379756e-02,6.330529987162476779e-02,1.128358412112193676e-01,3.393988798261800971e-02,2.504832729171450542e-02,4.196210616372032104e-02
8.414872798434441137e+00,8.307396002260380996e-02,6.412429758597812390e-02,1.138647740993034008e-01,3.439044508116860521e-02,2.556858965738503103e-02,4.226819574586102718e-02
8.512720156555772633e+00,8.422511192738812991e-02,6.496485274178845359e-02,1.148767307405686305e-01,3.484871768951634807e-02,2.610188024103921034e-02,4.260921133747666567e-02
8.610567514677104128e+00,8.539658235047607737e-02,6.582123011665667878e-02,1.158737506409314444e-01,3.531145852472680757e-02,2.664836661237612175e-02,4.296148868045982644e-02
8.708414872798433848e+00,8.658680752486189180e-02,6.668868149697064485e-02,1.168580873600181536e-01,3.577525692353666215e-02,2.720848166343983743e-02,4.330004830965655804e-02
8.806262230919765344e+00,8.779447036953687278e-02,6.756355378910774978e-02,1.178321920288783187e-01,3.623674053100185699e-02,2.778283569685624163e-02,4.360048018986065199e-02
8.904109589041095063e+00,8.901851984541742091e-02,6.844336262964624551e-02,1.187986901011816032e-01,3.669275395609455925e-02,2.837214355046298667e-02,4.384060176481314325e-02
9.001956947162426559e+00,9.025818383950383328e-02,6.932683199014871844e-02,1.197603525295495713e-01,3.714051308139524471e-02,2.897716556822860223e-02,4.400185781926217732e-02
9.099804305283756278e+00,9.151297703487998314e-02,7.021389404882970309e-02,1.214103273211607076e-01,3.757773703062829151e-02,2.959866113183976313e-02,4.407045267907414021e-02
9.197651663405087774e+00,9.278270531226187612e-02,7.110564061463968411e-02,1.241840913946196945e-01,3.800275995033707693e-02,3.023735352715309355e-02,4.403820066054309201e-02
9.295499021526417494e+00,9.406746860472718630e-02,7.200421856093645878e-02,1.270297070710734166e-01,3.841462308820930982e-02,3.089390501140847761e-02,4.390306392106011618e-02
9.393346379647748989e+00,9.536766453837366986e-02,7.291266701894517921e-02,1.299484834690816382e-01,3.881314542409354529e-02,3.156890101422182154e-02,4.366933254009600085e-02
9.491193737769080485e+00,9.668399528001023202e-02,7.383470238051505208e-02,1.329417285415781247e-01,3.919896916513442020e-02,3.200120796877391205e-02,4.427692650400522761e-02
9.589041095890410205e+00,9.801747941478171355e-02,7.477446641675185302e-02,1.360107333011888187e-01,3.957357509517207134e-02,3.219764590703744905e-02,4.494461761977386338e-02
9.686888454011741700e+00,9.936946916925758211e-02,7.573626052550753995e-02,1.391567618617726154e-01,3.993926207762789338e-02,3.238425799883747763e-02,4.559958299410693527e-02
9.784735812133071420e+00,1.007416709530308541e-01,7.672429302511502014e-02,1.423810483058220999e-01,4.029908488699156244e-02,3.256150921536535986e-02,4.624105232193796711e-02
9.882583170254402916e+00,1.021361644772229849e-01,7.774246524414783754e-02,1.456848009755733475e-01,4.065674511415226511e-02,3.273002913840910438e-02,4.686806946455676637e-02
9.980430528375732635e+00,1.035554134230900064e-01,7.879421606541595069e-02,1.490692142632472350e-01,4.101643162144280597e-02,3.289061000543612445e-02,4.747941629435844385e-02
1.007827788649706413e+01,1.050022596842621059e-01,7.988243508056906694e-02,1.525354873320822480e-01,4.138261065908998421e-02,3.304419841658939178e-02,4.807355102462246982e-02
1.017612524461839385e+01,1.064798942300429763e-01,8.100944394621856226e-02,1.560848484441442197e-01,4.175977200240057335e-02,3.319188085731509391e-02,4.864856498864728734e-02
1.027397260273972535e+01,1.079918006426317800e-01,8.167055550179974643e-02,1.597185827435383121e-01,4.215214644021916812e-02,3.333486375234805815e-02,4.920216041362036885e-02
1.037181996086105684e+01,1.095416716006660102e-01,8.135141119267703946e-02,1.634380605245556450e-01,4.256342047267402257e-02,3.347444929682352743e-02,4.973165025195806777e-02
1.046966731898238656e+01,1.111333026944321817e-01,8.098254771471390112e-02,1.672447623258468408e-01,4.299648322217287932e-02,3.361200873282107343e-02,5.023397976310112201e-02
1.056751467710371806e+01,1.127704706514048166e-01,8.057706453281934800e-02,1.711402967903233874e-01,4.345324393789144757e-02,3.374895498953839335e-02,5.070576844451372273e-02
1.066536203522504778e+01,1.144568036669728617e-01,8.014923612153240784e-02,1.751264072824082751e-01,4.393455198105231801e-02,3.388671664238977060e-02,5.114337022116727943e-02
1.076320939334637927e+01,1.161956504421218506e-01,7.971391985846668082e-02,1.792049638947778301e-01,4.444023384555716161e-02,3.402671496489650255e-02,5.154294959947593874e-02
1.086105675146770899e+01,1.179899529614007597e-01,7.928588852885037896e-02,1.833779387585016685e-01,4.496923781851382140e-02,3.417034547671345124e-02,5.190057180017039473e-02
1.095890410958904049e+01,1.198421274654160040e-01,7.887914093727442510e-02,1.876473644153121012e-01,4.551985471674161593e-02,3.475612572866453726e-02,5.221230567471057959e-02
1.105675146771037198e+01,1.217539594110519652e-01,7.850625251046967901e-02,1.920152771862483621e-01,4.608997105456175830e-02,3.561099340381088801e-02,5.247433940120518892e-02
1.115459882583170170e+01,1.237265213733664132e-01,7.817782789264988985e-02,1.964836496124735543e-01,4.667731260832573559e-02,3.603396236952214476e-02,5.268311042731258637e-02
1.125244618395303320e+01,1.257601266996102862e-01,7.790210810410271025e-02,2.010543177303870943e-01,4.727964905432376769e-02,3.620710125487858200e-02,5.283545272614257465e-02
1.135029354207436292e+01,1.278543345051944002e-01,7.768476657065531699e-02,2.057289098117306703e-01,4.789494770296109233e-02,3.640030092868220407e-02,5.397514695737149620e-02
1.144814090019569441e+01,1.300080213872135682e-01,7.752890410991158943e-02,2.105087830641181323e-01,4.852147980289155116e-02,3.660921845383523915e-02,5.518740917069941965e-02
1.154598825831702413e+01,1.322195303827158885e-01,7.743522727920254534e-02,2.153949737104130513e-01,4.915789247221619834e-02,3.683048947336143436e-02,5.643300890377529744e-02
1.164383561643835563e+01,1.344868971983239903e-01,7.740237233981300813e-02,2.203881641467757835e-01,4.980326211993368196e-02,3.706158734835419966e-02,5.771367700011498930e-02
1.174168297455968712e+01,1.368081376463275434e-01,7.742732259097406811e-02,2.254886689621552476e-01,5.045714249257234052e-02,3.730066906516961434e-02,5.903128738074949616e-02
1.183953033268101684e+01,1.391815603722642569e-01,7.763197328587446988e-02,2.306964399279780309e-01,5.111961438839670441e-02,3.754642502597700660e-02,6.038786087266023728e-02
1.193737769080234834e+01,1.416060496636212251e-01,7.967003289962379387e-02,2.360110889382328603e-01,5.179133681840993042e-02,3.779794296586098251e-02,6.178556751931771340e-02
1.203522504892367806e+01,1.440812512197048589e-01,8.177553828670487690e-02,2.414319273821788348e-01,5.247359271191176511e-02,3.805459116375002615e-02,6.322672687289478122e-02
1.213307240704500956e+01,1.466075970502168091e-01,8.394379860053839681e-02,2.469580204352876951e-01,5.316831731990528942e-02,3.831592266055603574e-02,6.471380589567179986e-02
1.223091976516633927e+01,1.491861294781746672e-01,8.616831088247955961e-02,2.525882549870083760e-01,5.387809482072493383e-02,3.858160004259480330e-02,6.624941426013038204e-02
1.232876712328767077e+01,1.518181270851885478e-01,8.844047619582041941e-02,2.583214200774863190e-01,5.460610830538733390e-02,3.885133914699961249e-02,6.783629699502259636e-02
1.242661448140900049e+01,1.545045866922426236e-01,9.074931054596001301e-02,2.641562985424885102e-01,5.535602995025837997e-02,3.912486949563498406e-02,6.947732454418430181e-02
1.252446183953033199e+01,1.572456576801001538e-01,9.308116660327729608e-02,2.700917679479056255e-01,5.613184135694857663e-02,3.940190912557350877e-02,7.117548036273457779e-02
1.262230919765166348e+01,1.600401415460572518e-01,9.541948694641885775e-02,2.761269078648867503e-01,5.693757891167709750e-02,3.968215158129850817e-02,7.293384616156500799e-02
1.272015655577299320e+01,1.628851538436946467e-01,9.774461513122044420e-02,2.822611092603877214e-01,5.777700688742768570e-02,3.996526304389909356e-02,7.475558482724499465e-02
1.281800391389432470e+01,1.657760048222119975e-01,1.000336975649470661e-01,2.884941805096227774e-01,5.865323394003243290e-02,4.025088781547125905e-02,7.664392089976394817e-02
1.291585127201565442e+01,1.687063062490668786e-01,1.022607167701741065e-01,2.948264435554420193e-01,5.956830734694357199e-02,4.053866060548320244e-02,7.860211829676845563e-02
1.301369863013698591e+01,1.716682722735466127e-01,1.043967044027250685e-01,3.012588132836684918e-01,6.052284009086881383e-02,4.082822425846839576e-02,8.063345474123370660e-02
1.311154598825831563e+01,1.746531608268294400e-01,1.064101887742973096e-01,3.077928533962341895e-01,6.151573937110617341e-02,4.111925171720239719e-02,8.274119208845084894e-02
1.320939334637964713e+01,1.776517980123831497e-01,1.082679341240854048e-01,3.144308029596135090e-01,6.254410014762437631e-02,4.141147114307621585e-02,8.492854146427529505e-02
1.330724070450097685e+01,1.806551343278898769e-01,1.099360241495383333e-01,3.211755692641886650e-01,6.360329882624851661e-02,4.170469322900132586e-02,8.719862182621236635e-02
1.340508806262230834e+01,1.836547911209159556e-01,1.113813265811101211e-01,3.280306844207961925e-01,6.468727737939726496e-02,4.199883984433782497e-02,8.955441025172491964e-02
1.350293542074363984e+01,1.866435640821900166e-01,1.125733454710114989e-01,3.350002249532462728e-01,6.578896426756145055e-02,4.229397323198268860e-02,9.199868196092693406e-02
1.360078277886496956e+01,1.896158566058333550e-01,1.134864214743456223e-01,3.420886952301060990e-01,6.690075258643102263e-02,4.259032500008744920e-02,9.453393782174329685e-02
1.369863013698630105e+01,1.925680199793680936e-01,1.141021786797327131e-01,3.493008766844666324e-01,6.801495519846453841e-02,4.288832406881630532e-02,9.716231690859862546e-02
1.379647749510763077e+01,1.954985804670898719e-01,1.144120444445012180e-01,3.566416452673819570e-01,6.912417670765283462e-02,4.318862250999421643e-02,9.988549165441662492e-02
1.389432485322896227e+01,1.984083361187023165e-01,1.144195957453019857e-01,3.641157594611117432e-01,7.022157203037338036e-02,4.349211785380511369e-02,1.027045433370343402e-01
1.399217221135029199e+01,2.013003091721235760e-01,1.141424255279244876e-01,3.717276205519176591e-01,7.130099035509009087e-02,4.379996998564519850e-02,1.056198161868955876e-01
1.409001956947162348e+01,2.041795439261499534e-01,1.136131919199270951e-01,3.794810059358363352e-01,7.235702485565360942e-02,4.411361032702687535e-02,1.086307494287638148e-01
1.418786692759295498e+01,2.070527458070585691e-01,1.128795286953748755e-01,3.873787752796107320e-01,7.338500027009305093e-02,4.443474073169606520e-02,1.117356882293746856e-01
1.428571428571428470e+01,2.099277660006955704e-01,1.120025708705490591e-01,3.954225486978067972e-01,7.438093287379402008e-02,4.476531957627625374e-02,1.149316769715431619e-01
1.438356164383561620e+01,2.128129483069452765e-01,1.110539919354911476e-01,4.036123560685211942e-01,7.534149242544702085e-02,4.510753298895434082e-02,1.182142416457061251e-01
1.448140900195694591e+01,2.157163711364345482e-01,1.101116549400739941e-01,4.119462575285947059e-01,7.626398597767250487e-02,4.546375007551892861e-02,1.215771725086663979e-01
1.457925636007827741e+01,2.186450369714948716e-01,1.092542274844681138e-01,4.204199373886811641e-01,7.714637193066421761e-02,4.583646232057535935e-02,1.250123234458827559e-01
1.467710371819960713e+01,2.216040812406367411e-01,1.085553573271064859e-01,4.290262774839883053e-01,7.798730220434577087e-02,4.622820893120688224e-02,1.285094504216246769e-01
1.477495107632093863e+01,2.245960869108483970e-01,1.080781853298968254e-01,4.377549215601718169e-01,7.878618316636085139e-02,4.664149155132880920e-02,1.320561174481896527e-01
1.487279843444227012e+01,2.276205930604104366e-01,1.078710118714860527e-01,4.465918497936249287e-01,7.954324304296200854e-02,4.707868326765075884e-02,1.356377037077397540e-01
1.497064579256359984e+01,2.306738695836833275e-01,1.079647805310120362e-01,4.555189918479913835e-01,8.025959442692547074e-02,4.754193791067375108e-02,1.392375484447272993e-01
1.506849315068493134e+01,2.337489959125861605e-01,1.083727080091828471e-01,4.645139175066063109e-01,8.093728319981904895e-02,4.803310613008928559e-02,1.428372692420614432e-01
1.516634050880626106e+01,2.368362369178455273e-01,1.090919582619293698e-01,4.680760402187998936e-01,8.157931712993352069e-02,4.855366449169128129e-02,1.464172823029039339e-01
1.526418786692759255e+01,2.399236670104366864e-01,1.101068677068152701e-01,4.688792975649051509e-01,8.218966684220904706e-02,4.910466293194501453e-02,1.499575385301832042e-01
1.536203522504892227e+01,2.429979658430102829e-01,1.113929992011255532e-01,4.696530500174330158e-01,8.277322934631779761e-02,4.968669448328576210e-02,1.534384654260562975e-01
1.545988258317025377e+01,2.460453007439361850e-01,1.129212847185582652e-01,4.704200141630006660e-01,8.333574344779906551e-02,5.029988951432571437e-02,1.568420725815387329e-01
1.555772994129158349e+01,2.490522185128231369e-01,1.146616732410049994e-01,4.712030751488079927e-01,8.388365259517752137e-02,5.094393510289918492e-02,1.601531406701575400e-01
1.565557729941291498e+01,2.520064841814143586e-01,1.165859421446110711e-01,4.720252449076388079e-01,8.442392734872175564e-02,5.161811879261397895e-02,1.633603762926703618e-01
1.575342465753424648e+01,2.548978191568554985e-01,1.186695671533817692e-01,4.729095687852648000e-01,8.496388212946924534e-02,5.167413677047820453e-02,1.664573865184501011e-01
1.585127201565557620e+01,2.577185021385401398e-01,1.208927212397236800e-01,4.738789840915123563e-01,8.551103412720012509e-02,5.146890254922276836e-02,1.694433178455326539e-01
1.594911937377690769e+01,2.604638037796249139e-01,1.232405703201228525e-01,4.749561401169342667e-01,8.607303804591523444e-02,5.050756917653689837e-02,1.723230236388814118e-01
1.604696673189823741e+01,2.631322329446856290e-01,1.257030647203376261e-01,4.761631950885480413e-01,8.665768494444830994e-02,4.982903387628773856e-02,1.751066759979038601e-01
1.614481409001956891e+01,2.657255813381974585e-01,1.282744128474323508e-01,4.775216103103442911e-01,8.727289947659702674e-02,4.945219360849406609e-02,1.778088180576681554e-01
1.624266144814090040e+01,2.682487655466115339e-01,1.309523892043964466e-01,4.790519639642462080e-01,8.792664486284915148e-02,4.970062852473453724e-02,1.804469466788559684e-01
1.634050880626222835e+01,2.707094804902056007e-01,1.337375886015289006e-01,4.807738053631254727e-01,8.862667104394059137e-02,5.033827396610100757e-02,1.830398014661810402e-01
1.643835616438355984e+01,2.731176935939279571e-01,1.366327012227414317e-01,4.827055640075944565e-01,8.938010646115190916e-02,5.095904814544030548e-02,1.856055907017903905e-01
1.653620352250489134e+01,2.754850215494763499e-01,1.396418530098453015e-01,4.848645168626283253e-01,9.019296218312110314e-02,5.106033271604101115e-02,1.881603912405542534e-01
1.663405088062622283e+01,2.778240386611638413e-01,1.426095715104502559e-01,4.872668035731916314e-01,9.106965613513451352e-02,5.122739189887192540e-02,1.907169139993849516e-01
1.673189823874755433e+01,2.801475662953047396e-01,1.454904133259114218e-01,4.899274659922007169e-01,9.201266264781358950e-02,5.145424717790416519e-02,1.932837409324962286e-01
1.682974559686888227e+01,2.824679878306984859e-01,1.484124970028741219e-01,4.928604791869598545e-01,9.302235609998726895e-02,5.173468980742379486e-02,1.958650364140185896e-01
1.692759295499021377e+01,2.847966253963526984e-01,1.514715572587390646e-01,4.960787393028285863e-01,9.409706525678485090e-02,5.206248104085763745e-02,1.984606424107977218e-01
1.702544031311154527e+01,2.871432067408344890e-01,1.546736127196992605e-01,4.995939808129867821e-01,9.523330588251821549e-02,5.243143721959915571e-02,2.010664041490005383e-01
1.712328767123287676e+01,2.895154450117105038e-01,1.580244259613916291e-01,5.034166107282249669e-01,9.642612659754670745e-02,5.286550003269899212e-02,2.036745514173852190e-01
1.722113502935420826e+01,2.919187513959696223e-01,1.615295836907310600e-01,5.075554667555156607e-01,9.766949187966447732e-02,5.343510560897828804e-02,2.062739783403198246e-01
1.731898238747553620e+01,2.943560991372615177e-01,1.633258866798030506e-01,5.120175251878967826e-01,9.895663435592785828e-02,5.401468205395972000e-02,2.088503110358143899e-01
1.741682974559686770e+01,2.968280553318283221e-01,1.641523691925373674e-01,5.168075976245642966e-01,1.002803294361920283e-01,5.460312596972795307e-02,2.113857150261541640e-01
1.751467710371819919e+01,2.993329924675124376e-01,1.649924690959049534e-01,5.219280602914857514e-01,1.016330713128655167e-01,5.519987446995558433e-02,2.138584620095224098e-01
1.761252446183953069e+01,3.018674843096642024e-01,1.658457676863396013e-01,5.273786551792459809e-01,1.030071544383760057e-01,5.580456689509916829e-02,2.162423429041674672e-01
1.771037181996085863e+01,3.044268807015998446e-01,1.667122887109885043e-01,5.331563903831837425e-01,1.043946854646152084e-01,5.641681068132704813e-02,2.185060793900313048e-01
1.780821917808219013e+01,3.070060434829159357e-01,1.675925046679722363e-01,5.392555514976034026e-01,1.057875661797778727e-01,5.703603322788261543e-02,2.206129491291771993e-01
1.790606653620352162e+01,3.096002107925223679e-01,1.684873245405153208e-01,5.456678205961943418e-01,1.071774981765610535e-01,5.766140449145707586e-02,2.225208972621428860e-01
1.800391389432485312e+01,3.122059386149397264e-01,1.693980668757050223e-01,5.523824873150622317e-01,1.085560646627099224e-01,5.829181790573267907e-02,2.241834489839459321e-01
1.810176125244618461e+01,3.148220457967683128e-01,1.703264205892101313e-01,5.593867294319400107e-01,1.099149428549221347e-01,5.892591938741398305e-02,2.255517468299773898e-01
1.819960861056751256e+01,3.174504627883590890e-01,1.712743941947261761e-01,5.666659381067977730e-01,1.112462895343894476e-01,5.956217521272463844e-02,2.265779860254220901e-01
1.829745596868884405e+01,3.200968592030407067e-01,1.722442526427208076e-01,5.742040644251609205e-01,1.125433198183047878e-01,6.019896925131548726e-02,2.272203836281936895e-01
1.839530332681017555e+01,3.227709093716024102e-01,1.732384398247887591e-01,5.819839673515098122e-01,1.138010630440311893e-01,6.083471856860214744e-02,2.274495709295961121e-01
1.849315068493150704e+01,3.254860606638187437e-01,1.742594842352374607e-01,5.899877471268371032e-01,1.150172305009631302e-01,6.146799429058407566e-02,2.272559421946158953e-01
1.859099804305283499e+01,3.282587096663142079e-01,1.753098854712694388e-01,5.981970517213928140e-01,1.161930726552950210e-01,6.209763280811504693e-02,2.266570583278833817e-01
1.868884540117416648e+01,3.311067746925034361e-01,1.763919804146279469e-01,6.065933472630672396e-01,1.173340493044351673e-01,6.272282207217945438e-02,2.257037677437623013e-01
1.878669275929549798e+01,3.340477750547382607e-01,1.775077902647466677e-01,6.151581471046604355e-01,1.184501014263608099e-01,6.334314998750960324e-02,2.244833932657135656e-01
1.888454011741682947e+01,3.370966640769221256e-01,1.786588531261533164e-01,6.238731990596722010e-01,1.195553191388696035e-01,6.395860724247311169e-02,2.231183084637418657e-01
1.898238747553816097e+01,3.402637714572951388e-01,1.798460512658645871e-01,6.327206363137429790e-01,1.206668665339833135e-01,6.456954477233256551e-02,2.217586654328718154e-01
1.908023483365948891e+01,3.435532439176396391e-01,1.810694465105399664e-01,6.416831035171836062e-01,1.218031623728393631e-01,6.508388310758474182e-02,2.205690571161053881e-01
1.917808219178082041e+01,3.469623024301315972e-01,1.823281398267947162e-01,6.507438736106351262e-01,1.229815140710357468e-01,6.554385569495049801e-02,2.197104447852530340e-01
1.927592954990215190e+01,3.504814696357768655e-01,1.834747661607584734e-01,6.598869709080752433e-01,1.242156128685531630e-01,6.599651720220019169e-02,2.193203946771718760e-01
1.937377690802348340e+01,3.540957111719368888e-01,1.825101555708739665e-01,6.690973105373368979e-01,1.255134359550115764e-01,6.643458528428168586e-02,2.194958631071778077e-01
1.947162426614481134e+01,3.577862449317160132e-01,1.818253408894658918e-01,6.783608537448485576e-01,1.268760770444951891e-01,6.684964885979899352e-02,2.202826914678342463e-01
1.956947162426614284e+01,3.615326548479375068e-01,1.813994564691645828e-01,6.876647648126165135e-01,1.282978060775477880e-01,6.723262458529070951e-02,2.216743066536437934e-01
1.966731898238747434e+01,3.653149211800864049e-01,1.811975407597434529e-01,6.884154693640883727e-01,1.297673089347230468e-01,6.757442195143564811e-02,2.236194030442305580e-01
1.976516634050880583e+01,3.691150378001687438e-01,1.811778590572825642e-01,6.858277465268237671e-01,1.312697277533929896e-01,6.786678344558841336e-02,2.260358195460384634e-01
1.986301369863013733e+01,3.729180020804332973e-01,1.812980944977829745e-01,6.831472043868349608e-01,1.327889518905652488e-01,6.810323423561451261e-02,2.288265455054933617e-01
1.996086105675146527e+01,3.767121043304426653e-01,1.815197583332826825e-01,6.804454530177911353e-01,1.343096457166136071e-01,6.828004529660616773e-02,2.318941214953334773e-01
2.005870841487279677e+01,3.804885830055840801e-01,1.818106847674721416e-01,6.856352711053242954e-01,1.358186848563669724e-01,6.839708940603431153e-02,2.351511184200794635e-01
2.015655577299412826e+01,3.842408234023616531e-01,1.821458660895386994e-01,6.975356604181500719e-01,1.373059021296718363e-01,6.845845704716227442e-02,2.385260212103046396e-01
2.025440313111545976e+01,3.879633396747298457e-01,1.825071005138052538e-01,7.091570709043149012e-01,1.387642298278813913e-01,6.847270580056762090e-02,2.419650716609160201e-01
2.035225048923678770e+01,3.916507811826328567e-01,1.828819744813530435e-01,7.204568187963843462e-01,1.401894239135793030e-01,6.845264784379527512e-02,2.454312247258858826e-01
